Handle,Title,Body (HTML),Vendor,Standard Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
dog-seat-belt,SafePet Strap™ Heavy-Duty Dog Car Seat Belt,"<p>Protect your furry family member on every drive with the SafePet Strap™ Heavy-Duty Dog Car Seat Belt. Built with crash-tested military-grade nylon, 360° zinc alloy swivel snap, elastic anti-whiplash buffer, and universal 21mm steel seatbelt latch.</p>",SafePet Strap,Pet Supplies,Dog Car Safety,"Free Offer, Seat Belt, Dog Safety",TRUE,Bundle Size,1 Seat Belt,,,,,SPS-01,150,shopify,999,deny,manual,0.00,29.95,TRUE,TRUE,,,,,FALSE,SafePet Strap™ - Heavy-Duty Dog Car Seat Belt,Protect your dog with crash-tested seat belt safety.,,,,,,,,,,,,,,,g,,,active
dog-seat-belt,,,,,,,,Bundle Size,2 Seat Belts (Value $60),,,,,SPS-02,300,shopify,999,deny,manual,17.95,59.90,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,active
dog-seat-belt,,,,,,,,Bundle Size,3 Seat Belts + Free E-Book (Value $120),,,,,SPS-03,450,shopify,999,deny,manual,24.95,120.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,g,,,active
